Agente,Fecha,Hora,Tema,Respondido (S/N),Resuelto,Velocidad de respuesta en segundos,Duración promedio de la llamada,Calificación de satisfacción,Duración de la llamada,Duración de la llamada en minutos,NombreDia,NombreMes
Martha,2021-03-18,9,Payment related,Y,N,59.0,00:02:47,4.0,167,2.78,Thursday,March
Stewart,2021-03-18,9,Admin Support,Y,Y,14.0,00:05:22,3.0,322,5.37,Thursday,March
Stewart,2021-03-18,9,Streaming,Y,Y,57.0,00:00:44,3.0,44,0.73,Thursday,March
Dan,2021-03-18,10,Streaming,Y,Y,123.0,00:04:04,3.0,244,4.07,Thursday,March
Dan,2021-03-18,10,Streaming,Y,Y,71.0,00:05:41,3.0,341,5.68,Thursday,March
Stewart,2021-03-18,10,Contract related,Y,N,71.0,00:04:16,3.0,256,4.27,Thursday,March
Martha,2021-03-18,10,Technical Support,Y,Y,41.0,00:06:22,3.0,382,6.37,Thursday,March
Martha,2021-03-18,11,Technical Support,Y,Y,80.0,00:05:43,4.0,343,5.72,Thursday,March
Greg,2021-03-18,12,Payment related,Y,Y,57.0,00:01:12,2.0,72,1.2,Thursday,March
Stewart,2021-03-18,12,Streaming,Y,Y,17.0,00:02:39,3.0,159,2.65,Thursday,March
Martha,2021-03-18,12,Admin Support,Y,Y,93.0,00:04:47,5.0,287,4.78,Thursday,March
Greg,2021-03-18,12,Payment related,Y,Y,13.0,00:00:43,3.0,43,0.72,Thursday,March
Stewart,2021-03-18,12,Payment related,Y,Y,64.0,00:01:42,4.0,102,1.7,Thursday,March
Stewart,2021-03-18,13,Technical Support,Y,Y,98.0,00:01:50,5.0,110,1.83,Thursday,March
Greg,2021-03-18,13,Technical Support,Y,N,83.0,00:02:28,2.0,148,2.47,Thursday,March
Martha,2021-03-18,13,Streaming,Y,N,116.0,00:06:18,5.0,378,6.3,Thursday,March
Becky,2021-03-18,13,Streaming,Y,Y,104.0,00:00:46,2.0,46,0.77,Thursday,March
Martha,2021-03-18,14,Streaming,Y,Y,83.0,00:05:34,5.0,334,5.57,Thursday,March
Martha,2021-03-18,14,Admin Support,Y,Y,26.0,00:06:48,4.0,408,6.8,Thursday,March
Diane,2021-03-18,14,Admin Support,Y,Y,47.0,00:00:36,2.0,36,0.6,Thursday,March
Joe,2021-03-18,14,Technical Support,Y,N,34.0,00:03:07,4.0,187,3.12,Thursday,March
Becky,2021-03-18,14,Technical Support,Y,Y,65.0,00:03:42,5.0,222,3.7,Thursday,March
Diane,2021-03-18,14,Streaming,Y,Y,54.0,00:06:19,3.0,379,6.32,Thursday,March
Joe,2021-03-18,14,Technical Support,Y,Y,108.0,00:05:15,4.0,315,5.25,Thursday,March
Jim,2021-03-18,14,Contract related,Y,Y,114.0,00:04:42,4.0,282,4.7,Thursday,March
Jim,2021-03-18,15,Admin Support,Y,Y,109.0,00:02:59,3.0,179,2.98,Thursday,March
Jim,2021-03-18,15,Streaming,Y,Y,115.0,00:03:35,3.0,215,3.58,Thursday,March
Joe,2021-03-18,16,Streaming,Y,Y,125.0,00:04:07,3.0,247,4.12,Thursday,March
Joe,2021-03-18,16,Technical Support,Y,Y,116.0,00:03:19,4.0,199,3.32,Thursday,March
Greg,2021-03-18,16,Admin Support,Y,Y,12.0,00:02:51,3.0,171,2.85,Thursday,March
Becky,2021-03-18,16,Streaming,Y,Y,96.0,00:02:14,5.0,134,2.23,Thursday,March
Diane,2021-03-18,16,Streaming,Y,Y,13.0,00:05:17,5.0,317,5.28,Thursday,March
Jim,2021-03-18,16,Contract related,Y,Y,96.0,00:06:22,3.0,382,6.37,Thursday,March
Dan,2021-03-18,17,Streaming,Y,Y,37.0,00:05:55,3.0,355,5.92,Thursday,March
Stewart,2021-03-18,17,Technical Support,Y,Y,45.0,00:06:15,4.0,375,6.25,Thursday,March
Becky,2021-03-18,17,Streaming,Y,Y,44.0,00:02:44,5.0,164,2.73,Thursday,March
Martha,2021-03-18,17,Contract related,Y,Y,65.0,00:03:19,3.0,199,3.32,Thursday,March
Martha,2021-03-18,17,Streaming,Y,Y,48.0,00:02:07,4.0,127,2.12,Thursday,March
Stewart,2021-03-18,17,Technical Support,Y,Y,119.0,00:02:34,1.0,154,2.57,Thursday,March
Jim,2021-03-18,17,Contract related,Y,N,102.0,00:05:16,3.0,316,5.27,Thursday,March
Stewart,2021-03-19,9,Contract related,Y,Y,30.0,00:05:10,5.0,310,5.17,Friday,March
Joe,2021-03-19,9,Payment related,Y,Y,51.0,00:05:19,1.0,319,5.32,Friday,March
Becky,2021-03-19,9,Technical Support,Y,Y,39.0,00:05:10,5.0,310,5.17,Friday,March
Becky,2021-03-19,10,Payment related,Y,Y,102.0,00:05:27,2.0,327,5.45,Friday,March
Stewart,2021-03-19,10,Payment related,Y,Y,112.0,00:00:40,3.0,40,0.67,Friday,March
Martha,2021-03-19,10,Technical Support,Y,Y,42.0,00:04:36,5.0,276,4.6,Friday,March
Greg,2021-03-19,11,Admin Support,Y,Y,87.0,00:01:28,3.0,88,1.47,Friday,March
Becky,2021-03-19,11,Contract related,Y,Y,123.0,00:02:32,3.0,152,2.53,Friday,March
Dan,2021-03-19,11,Contract related,Y,Y,98.0,00:01:26,3.0,86,1.43,Friday,March
Jim,2021-03-19,11,Streaming,Y,Y,45.0,00:00:39,4.0,39,0.65,Friday,March
Stewart,2021-03-19,12,Payment related,Y,Y,50.0,00:02:14,3.0,134,2.23,Friday,March
Joe,2021-03-19,12,Payment related,Y,Y,102.0,00:04:30,4.0,270,4.5,Friday,March
Diane,2021-03-19,12,Admin Support,Y,Y,93.0,00:02:12,1.0,132,2.2,Friday,March
Stewart,2021-03-19,12,Admin Support,Y,Y,28.0,00:05:27,3.0,327,5.45,Friday,March
Joe,2021-03-19,12,Technical Support,Y,N,123.0,00:00:46,4.0,46,0.77,Friday,March
Greg,2021-03-19,12,Admin Support,Y,Y,112.0,00:04:09,4.0,249,4.15,Friday,March
Stewart,2021-03-19,13,Contract related,Y,Y,12.0,00:01:16,3.0,76,1.27,Friday,March
Dan,2021-03-19,13,Contract related,Y,Y,107.0,00:06:01,4.0,361,6.02,Friday,March
Diane,2021-03-19,13,Technical Support,Y,Y,97.0,00:03:38,2.0,218,3.63,Friday,March
Diane,2021-03-19,14,Admin Support,Y,Y,98.0,00:06:47,4.0,407,6.78,Friday,March
Jim,2021-03-19,15,Streaming,Y,Y,96.0,00:05:49,2.0,349,5.82,Friday,March
Joe,2021-03-19,15,Payment related,Y,Y,60.0,00:01:17,1.0,77,1.28,Friday,March
Joe,2021-03-19,15,Contract related,Y,Y,115.0,00:04:56,3.0,296,4.93,Friday,March
Martha,2021-03-19,15,Contract related,Y,Y,86.0,00:02:17,4.0,137,2.28,Friday,March
Martha,2021-03-19,15,Payment related,Y,Y,99.0,00:02:10,2.0,130,2.17,Friday,March
Greg,2021-03-19,15,Admin Support,Y,N,55.0,00:03:31,4.0,211,3.52,Friday,March
Joe,2021-03-19,15,Streaming,Y,N,100.0,00:01:32,2.0,92,1.53,Friday,March
Becky,2021-03-19,16,Contract related,Y,Y,101.0,00:01:24,4.0,84,1.4,Friday,March
Joe,2021-03-19,16,Payment related,Y,Y,105.0,00:06:19,5.0,379,6.32,Friday,March
Greg,2021-03-19,16,Contract related,Y,Y,47.0,00:06:54,4.0,414,6.9,Friday,March
Greg,2021-03-19,16,Admin Support,Y,Y,123.0,00:02:40,3.0,160,2.67,Friday,March
Jim,2021-03-19,16,Streaming,Y,N,108.0,00:04:39,3.0,279,4.65,Friday,March
Martha,2021-03-20,9,Technical Support,Y,Y,35.0,00:01:07,5.0,67,1.12,Saturday,March
Jim,2021-03-20,9,Technical Support,Y,Y,80.0,00:03:07,5.0,187,3.12,Saturday,March
Dan,2021-03-20,9,Technical Support,Y,Y,16.0,00:02:55,5.0,175,2.92,Saturday,March
Dan,2021-03-20,10,Admin Support,Y,Y,102.0,00:06:15,3.0,375,6.25,Saturday,March
Joe,2021-03-20,10,Streaming,Y,Y,111.0,00:06:16,3.0,376,6.27,Saturday,March
Becky,2021-03-20,10,Payment related,Y,Y,81.0,00:04:45,4.0,285,4.75,Saturday,March
Martha,2021-03-20,10,Technical Support,Y,Y,32.0,00:00:36,5.0,36,0.6,Saturday,March
Diane,2021-03-20,11,Streaming,Y,Y,52.0,00:03:14,3.0,194,3.23,Saturday,March
Martha,2021-03-20,11,Technical Support,Y,Y,112.0,00:03:11,5.0,191,3.18,Saturday,March
Becky,2021-03-20,11,Technical Support,Y,Y,30.0,00:06:15,3.0,375,6.25,Saturday,March
Becky,2021-03-20,11,Admin Support,Y,Y,91.0,00:01:59,1.0,119,1.98,Saturday,March
Greg,2021-03-20,11,Streaming,Y,Y,53.0,00:05:15,3.0,315,5.25,Saturday,March
Jim,2021-03-20,12,Technical Support,Y,Y,40.0,00:05:02,3.0,302,5.03,Saturday,March
Diane,2021-03-20,12,Contract related,Y,Y,45.0,00:05:46,5.0,346,5.77,Saturday,March
Stewart,2021-03-20,12,Admin Support,Y,Y,89.0,00:03:37,2.0,217,3.62,Saturday,March
Becky,2021-03-20,13,Technical Support,Y,Y,24.0,00:01:50,5.0,110,1.83,Saturday,March
Diane,2021-03-20,13,Technical Support,Y,Y,76.0,00:05:04,3.0,304,5.07,Saturday,March
Greg,2021-03-20,13,Streaming,Y,Y,27.0,00:04:17,2.0,257,4.28,Saturday,March
Stewart,2021-03-20,13,Contract related,Y,N,27.0,00:02:31,4.0,151,2.52,Saturday,March
Diane,2021-03-20,13,Contract related,Y,Y,104.0,00:05:32,2.0,332,5.53,Saturday,March
Diane,2021-03-20,13,Admin Support,Y,Y,110.0,00:03:29,1.0,209,3.48,Saturday,March
Joe,2021-03-20,13,Contract related,Y,Y,51.0,00:05:11,4.0,311,5.18,Saturday,March
Dan,2021-03-20,13,Contract related,Y,Y,65.0,00:05:49,2.0,349,5.82,Saturday,March
Greg,2021-03-20,14,Admin Support,Y,Y,21.0,00:03:12,4.0,192,3.2,Saturday,March
Becky,2021-03-20,14,Streaming,Y,Y,29.0,00:01:13,3.0,73,1.22,Saturday,March
Stewart,2021-03-20,15,Contract related,Y,Y,124.0,00:03:03,4.0,183,3.05,Saturday,March
Greg,2021-03-20,15,Streaming,Y,Y,21.0,00:04:24,1.0,264,4.4,Saturday,March
Martha,2021-03-20,15,Admin Support,Y,Y,121.0,00:02:18,3.0,138,2.3,Saturday,March
Dan,2021-03-20,15,Payment related,Y,Y,56.0,00:02:47,2.0,167,2.78,Saturday,March
Greg,2021-03-20,15,Contract related,Y,Y,10.0,00:06:13,3.0,373,6.22,Saturday,March
Martha,2021-03-20,15,Payment related,Y,Y,56.0,00:02:52,4.0,172,2.87,Saturday,March
Jim,2021-03-20,15,Technical Support,Y,Y,17.0,00:00:31,3.0,31,0.52,Saturday,March
Martha,2021-03-20,15,Contract related,Y,Y,37.0,00:00:50,5.0,50,0.83,Saturday,March
Becky,2021-03-20,16,Streaming,Y,Y,108.0,00:01:06,5.0,66,1.1,Saturday,March
Diane,2021-03-20,16,Technical Support,Y,Y,18.0,00:05:43,5.0,343,5.72,Saturday,March
Martha,2021-03-20,16,Streaming,Y,Y,77.0,00:04:43,4.0,283,4.72,Saturday,March
Diane,2021-03-20,17,Streaming,Y,Y,34.0,00:04:31,1.0,271,4.52,Saturday,March
Greg,2021-03-20,17,Contract related,Y,Y,73.0,00:01:42,3.0,102,1.7,Saturday,March
Greg,2021-03-20,17,Admin Support,Y,Y,120.0,00:02:42,3.0,162,2.7,Saturday,March
Stewart,2021-03-20,17,Technical Support,Y,Y,100.0,00:05:17,1.0,317,5.28,Saturday,March
Martha,2021-03-20,17,Payment related,Y,Y,93.0,00:06:18,4.0,378,6.3,Saturday,March
Diane,2021-03-20,17,Streaming,Y,N,17.0,00:00:49,4.0,49,0.82,Saturday,March
Stewart,2021-03-20,17,Payment related,Y,Y,17.0,00:05:09,2.0,309,5.15,Saturday,March
Jim,2021-03-21,9,Contract related,Y,Y,56.0,00:04:25,2.0,265,4.42,Sunday,March
Dan,2021-03-21,9,Contract related,Y,Y,97.0,00:02:39,2.0,159,2.65,Sunday,March
Stewart,2021-03-21,9,Streaming,Y,Y,25.0,00:06:20,4.0,380,6.33,Sunday,March
Diane,2021-03-21,9,Technical Support,Y,Y,47.0,00:02:50,4.0,170,2.83,Sunday,March
Jim,2021-03-21,9,Payment related,Y,Y,70.0,00:01:55,3.0,115,1.92,Sunday,March
Greg,2021-03-21,10,Technical Support,Y,Y,86.0,00:03:07,3.0,187,3.12,Sunday,March
Stewart,2021-03-21,10,Contract related,Y,Y,92.0,00:04:09,5.0,249,4.15,Sunday,March
Greg,2021-03-21,10,Admin Support,Y,Y,122.0,00:01:28,3.0,88,1.47,Sunday,March
Diane,2021-03-21,10,Streaming,Y,Y,11.0,00:06:48,3.0,408,6.8,Sunday,March
Diane,2021-03-21,10,Technical Support,Y,Y,27.0,00:06:08,3.0,368,6.13,Sunday,March
Becky,2021-03-21,11,Payment related,Y,Y,17.0,00:01:58,4.0,118,1.97,Sunday,March
Greg,2021-03-21,11,Payment related,Y,Y,113.0,00:03:14,3.0,194,3.23,Sunday,March
Becky,2021-03-21,11,Streaming,Y,Y,101.0,00:03:22,3.0,202,3.37,Sunday,March
Becky,2021-03-21,11,Contract related,Y,Y,69.0,00:02:34,1.0,154,2.57,Sunday,March
Stewart,2021-03-21,11,Technical Support,Y,Y,24.0,00:03:57,3.0,237,3.95,Sunday,March
Becky,2021-03-21,11,Technical Support,Y,Y,84.0,00:02:00,4.0,120,2.0,Sunday,March
Martha,2021-03-21,12,Streaming,Y,Y,92.0,00:04:10,3.0,250,4.17,Sunday,March
Diane,2021-03-21,12,Streaming,Y,Y,114.0,00:03:55,2.0,235,3.92,Sunday,March
Diane,2021-03-21,12,Payment related,Y,Y,109.0,00:04:39,3.0,279,4.65,Sunday,March
Diane,2021-03-21,12,Technical Support,Y,Y,89.0,00:02:31,3.0,151,2.52,Sunday,March
Dan,2021-03-21,13,Payment related,Y,Y,124.0,00:03:38,3.0,218,3.63,Sunday,March
Martha,2021-03-21,13,Streaming,Y,Y,43.0,00:01:07,5.0,67,1.12,Sunday,March
Dan,2021-03-21,13,Contract related,Y,Y,110.0,00:05:20,5.0,320,5.33,Sunday,March
Becky,2021-03-21,13,Streaming,Y,Y,31.0,00:03:19,4.0,199,3.32,Sunday,March
Diane,2021-03-21,14,Streaming,Y,Y,17.0,00:04:48,3.0,288,4.8,Sunday,March
Becky,2021-03-21,14,Contract related,Y,Y,111.0,00:05:25,3.0,325,5.42,Sunday,March
Diane,2021-03-21,14,Admin Support,Y,Y,10.0,00:03:21,2.0,201,3.35,Sunday,March
Stewart,2021-03-21,14,Contract related,Y,Y,121.0,00:01:29,1.0,89,1.48,Sunday,March
Dan,2021-03-21,14,Payment related,Y,Y,114.0,00:01:58,4.0,118,1.97,Sunday,March
Greg,2021-03-21,14,Technical Support,Y,Y,49.0,00:00:32,4.0,32,0.53,Sunday,March
Greg,2021-03-21,14,Admin Support,Y,Y,114.0,00:03:25,1.0,205,3.42,Sunday,March
Jim,2021-03-21,14,Streaming,Y,Y,75.0,00:02:42,3.0,162,2.7,Sunday,March
Jim,2021-03-21,14,Payment related,Y,N,42.0,00:03:25,5.0,205,3.42,Sunday,March
Greg,2021-03-21,14,Payment related,Y,Y,95.0,00:04:57,3.0,297,4.95,Sunday,March
Stewart,2021-03-21,15,Admin Support,Y,Y,88.0,00:06:25,3.0,385,6.42,Sunday,March
Joe,2021-03-21,15,Technical Support,Y,Y,51.0,00:02:48,3.0,168,2.8,Sunday,March
Martha,2021-03-21,15,Contract related,Y,Y,28.0,00:00:49,1.0,49,0.82,Sunday,March
Diane,2021-03-21,15,Payment related,Y,N,86.0,00:06:14,4.0,374,6.23,Sunday,March
Diane,2021-03-21,15,Contract related,Y,N,60.0,00:03:18,4.0,198,3.3,Sunday,March
Joe,2021-03-21,15,Streaming,Y,Y,60.0,00:04:47,2.0,287,4.78,Sunday,March
Dan,2021-03-21,16,Payment related,Y,Y,63.0,00:01:51,4.0,111,1.85,Sunday,March
Joe,2021-03-21,16,Technical Support,Y,Y,23.0,00:06:21,4.0,381,6.35,Sunday,March
Becky,2021-03-21,16,Streaming,Y,Y,100.0,00:01:48,4.0,108,1.8,Sunday,March
Jim,2021-03-21,16,Admin Support,Y,Y,105.0,00:00:32,4.0,32,0.53,Sunday,March
Greg,2021-03-21,16,Technical Support,Y,Y,29.0,00:02:11,4.0,131,2.18,Sunday,March
Stewart,2021-03-21,17,Payment related,Y,N,98.0,00:04:09,2.0,249,4.15,Sunday,March
Dan,2021-03-21,17,Contract related,Y,Y,108.0,00:05:28,4.0,328,5.47,Sunday,March
Stewart,2021-03-21,17,Contract related,Y,Y,116.0,00:06:33,5.0,393,6.55,Sunday,March
Stewart,2021-03-21,17,Streaming,Y,Y,78.0,00:05:30,4.0,330,5.5,Sunday,March
Greg,2021-03-22,9,Payment related,Y,Y,81.0,00:03:51,3.0,231,3.85,Monday,March
Diane,2021-03-22,9,Streaming,Y,Y,84.0,00:00:53,2.0,53,0.88,Monday,March
Stewart,2021-03-22,9,Contract related,Y,Y,24.0,00:05:34,4.0,334,5.57,Monday,March
Dan,2021-03-22,10,Streaming,Y,Y,114.0,00:05:43,3.0,343,5.72,Monday,March
Greg,2021-03-22,10,Contract related,Y,N,32.0,00:03:11,5.0,191,3.18,Monday,March
Martha,2021-03-22,10,Contract related,Y,Y,16.0,00:03:10,4.0,190,3.17,Monday,March
Jim,2021-03-22,10,Admin Support,Y,N,104.0,00:04:44,5.0,284,4.73,Monday,March
Stewart,2021-03-22,10,Technical Support,Y,Y,40.0,00:00:53,3.0,53,0.88,Monday,March
Joe,2021-03-22,11,Contract related,Y,Y,80.0,00:02:47,4.0,167,2.78,Monday,March
Jim,2021-03-22,11,Payment related,Y,Y,88.0,00:05:10,4.0,310,5.17,Monday,March
Joe,2021-03-22,12,Admin Support,Y,Y,86.0,00:03:39,3.0,219,3.65,Monday,March
Martha,2021-03-22,12,Streaming,Y,Y,57.0,00:06:38,4.0,398,6.63,Monday,March
Jim,2021-03-22,12,Contract related,Y,Y,96.0,00:06:10,5.0,370,6.17,Monday,March
Jim,2021-03-22,12,Technical Support,Y,Y,72.0,00:04:20,2.0,260,4.33,Monday,March
Jim,2021-03-22,12,Admin Support,Y,Y,37.0,00:01:16,5.0,76,1.27,Monday,March
Martha,2021-03-22,12,Technical Support,Y,Y,37.0,00:00:32,1.0,32,0.53,Monday,March
Becky,2021-03-22,12,Streaming,Y,Y,10.0,00:01:49,5.0,109,1.82,Monday,March
Dan,2021-03-22,13,Technical Support,Y,Y,120.0,00:02:03,3.0,123,2.05,Monday,March
Becky,2021-03-22,13,Contract related,Y,Y,95.0,00:04:04,4.0,244,4.07,Monday,March
Jim,2021-03-22,13,Technical Support,Y,Y,74.0,00:05:55,3.0,355,5.92,Monday,March
Stewart,2021-03-22,13,Technical Support,Y,Y,77.0,00:01:20,3.0,80,1.33,Monday,March
Joe,2021-03-22,13,Technical Support,Y,Y,50.0,00:03:31,4.0,211,3.52,Monday,March
Diane,2021-03-22,14,Payment related,Y,Y,94.0,00:04:52,3.0,292,4.87,Monday,March
Becky,2021-03-22,14,Technical Support,Y,Y,109.0,00:03:09,2.0,189,3.15,Monday,March
Dan,2021-03-22,14,Contract related,Y,Y,30.0,00:02:19,1.0,139,2.32,Monday,March
Joe,2021-03-22,14,Admin Support,Y,Y,124.0,00:05:27,4.0,327,5.45,Monday,March
Joe,2021-03-22,15,Streaming,Y,Y,114.0,00:04:08,3.0,248,4.13,Monday,March
Greg,2021-03-22,15,Technical Support,Y,Y,32.0,00:05:00,4.0,300,5.0,Monday,March
Martha,2021-03-22,15,Contract related,Y,Y,75.0,00:01:45,4.0,105,1.75,Monday,March
Dan,2021-03-22,15,Contract related,Y,N,109.0,00:06:06,2.0,366,6.1,Monday,March
Martha,2021-03-22,16,Streaming,Y,Y,116.0,00:02:42,3.0,162,2.7,Monday,March
Dan,2021-03-22,16,Technical Support,Y,Y,26.0,00:02:31,3.0,151,2.52,Monday,March
Joe,2021-03-22,16,Admin Support,Y,Y,67.0,00:06:03,4.0,363,6.05,Monday,March
Stewart,2021-03-22,16,Admin Support,Y,N,58.0,00:03:37,4.0,217,3.62,Monday,March
Stewart,2021-03-22,16,Streaming,Y,Y,20.0,00:06:35,2.0,395,6.58,Monday,March
Jim,2021-03-22,16,Technical Support,Y,Y,115.0,00:04:49,1.0,289,4.82,Monday,March
Stewart,2021-03-22,16,Admin Support,Y,N,35.0,00:03:45,4.0,225,3.75,Monday,March
Becky,2021-03-22,16,Technical Support,Y,Y,36.0,00:02:11,4.0,131,2.18,Monday,March
Greg,2021-03-22,16,Payment related,Y,Y,62.0,00:01:17,1.0,77,1.28,Monday,March
Dan,2021-03-22,17,Admin Support,Y,Y,37.0,00:04:20,3.0,260,4.33,Monday,March
Martha,2021-03-22,17,Technical Support,Y,Y,124.0,00:06:19,1.0,379,6.32,Monday,March
Joe,2021-03-22,17,Admin Support,Y,Y,58.0,00:06:15,5.0,375,6.25,Monday,March
Becky,2021-03-22,17,Admin Support,Y,Y,77.0,00:02:11,5.0,131,2.18,Monday,March
Jim,2021-03-22,17,Technical Support,Y,Y,80.0,00:01:08,4.0,68,1.13,Monday,March
Martha,2021-03-23,9,Payment related,Y,Y,51.0,00:02:25,5.0,145,2.42,Tuesday,March
Martha,2021-03-23,9,Streaming,Y,Y,110.0,00:04:19,3.0,259,4.32,Tuesday,March
Becky,2021-03-23,9,Admin Support,Y,Y,112.0,00:04:40,4.0,280,4.67,Tuesday,March
Dan,2021-03-23,9,Technical Support,Y,Y,27.0,00:00:42,5.0,42,0.7,Tuesday,March
Dan,2021-03-23,11,Technical Support,Y,Y,53.0,00:00:35,1.0,35,0.58,Tuesday,March
Joe,2021-03-23,11,Technical Support,Y,Y,125.0,00:03:52,3.0,232,3.87,Tuesday,March
Joe,2021-03-23,11,Streaming,Y,Y,13.0,00:02:54,1.0,174,2.9,Tuesday,March
Joe,2021-03-23,11,Contract related,Y,Y,37.0,00:02:44,4.0,164,2.73,Tuesday,March
Martha,2021-03-23,12,Streaming,Y,Y,84.0,00:03:46,4.0,226,3.77,Tuesday,March
Joe,2021-03-23,12,Admin Support,Y,Y,123.0,00:03:06,3.0,186,3.1,Tuesday,March
Martha,2021-03-23,13,Streaming,Y,N,51.0,00:05:31,3.0,331,5.52,Tuesday,March
Greg,2021-03-23,13,Admin Support,Y,Y,69.0,00:04:47,1.0,287,4.78,Tuesday,March
Dan,2021-03-23,13,Streaming,Y,Y,80.0,00:03:00,1.0,180,3.0,Tuesday,March
Greg,2021-03-23,13,Payment related,Y,Y,111.0,00:04:05,5.0,245,4.08,Tuesday,March
Diane,2021-03-23,14,Admin Support,Y,Y,26.0,00:05:58,4.0,358,5.97,Tuesday,March
Dan,2021-03-23,14,Admin Support,Y,Y,29.0,00:02:43,1.0,163,2.72,Tuesday,March
Becky,2021-03-23,14,Technical Support,Y,Y,43.0,00:01:32,4.0,92,1.53,Tuesday,March
Diane,2021-03-23,15,Technical Support,Y,Y,58.0,00:04:56,3.0,296,4.93,Tuesday,March
Jim,2021-03-23,15,Admin Support,Y,Y,27.0,00:06:28,2.0,388,6.47,Tuesday,March
Diane,2021-03-23,15,Admin Support,Y,Y,39.0,00:01:55,4.0,115,1.92,Tuesday,March
Joe,2021-03-23,15,Payment related,Y,Y,83.0,00:02:03,4.0,123,2.05,Tuesday,March
Jim,2021-03-23,15,Contract related,Y,Y,22.0,00:04:16,4.0,256,4.27,Tuesday,March
Jim,2021-03-23,15,Contract related,Y,Y,56.0,00:02:07,5.0,127,2.12,Tuesday,March
Martha,2021-03-23,16,Streaming,Y,Y,98.0,00:04:10,2.0,250,4.17,Tuesday,March
Greg,2021-03-23,16,Streaming,Y,Y,101.0,00:01:15,5.0,75,1.25,Tuesday,March
Dan,2021-03-23,16,Technical Support,Y,Y,93.0,00:00:36,4.0,36,0.6,Tuesday,March
Dan,2021-03-23,16,Payment related,Y,Y,24.0,00:02:57,4.0,177,2.95,Tuesday,March
Diane,2021-03-23,16,Admin Support,Y,Y,58.0,00:05:05,4.0,305,5.08,Tuesday,March
Greg,2021-03-23,16,Payment related,Y,Y,124.0,00:01:49,4.0,109,1.82,Tuesday,March
Dan,2021-03-23,16,Payment related,Y,N,50.0,00:04:42,2.0,282,4.7,Tuesday,March
Martha,2021-03-23,16,Payment related,Y,Y,74.0,00:05:20,3.0,320,5.33,Tuesday,March
Joe,2021-03-23,16,Admin Support,Y,Y,62.0,00:00:45,4.0,45,0.75,Tuesday,March
Becky,2021-03-23,17,Payment related,Y,Y,19.0,00:03:48,3.0,228,3.8,Tuesday,March
Dan,2021-03-23,17,Admin Support,Y,Y,65.0,00:05:20,3.0,320,5.33,Tuesday,March
Dan,2021-03-23,17,Contract related,Y,Y,30.0,00:03:00,3.0,180,3.0,Tuesday,March
Stewart,2021-03-23,17,Admin Support,Y,Y,77.0,00:00:42,4.0,42,0.7,Tuesday,March
Martha,2021-03-23,17,Payment related,Y,N,98.0,00:02:44,5.0,164,2.73,Tuesday,March
Stewart,2021-03-23,17,Admin Support,Y,Y,70.0,00:04:41,1.0,281,4.68,Tuesday,March
Joe,2021-03-23,17,Contract related,Y,Y,58.0,00:02:25,3.0,145,2.42,Tuesday,March
Dan,2021-03-24,9,Technical Support,Y,Y,21.0,00:02:34,3.0,154,2.57,Wednesday,March
Dan,2021-03-24,9,Payment related,Y,Y,61.0,00:05:47,5.0,347,5.78,Wednesday,March
Jim,2021-03-24,9,Contract related,Y,Y,111.0,00:06:41,5.0,401,6.68,Wednesday,March
Dan,2021-03-24,9,Streaming,Y,Y,75.0,00:05:39,4.0,339,5.65,Wednesday,March
Joe,2021-03-24,9,Technical Support,Y,Y,30.0,00:05:03,3.0,303,5.05,Wednesday,March
Joe,2021-03-24,9,Payment related,Y,Y,78.0,00:04:36,5.0,276,4.6,Wednesday,March
Becky,2021-03-24,9,Technical Support,Y,Y,26.0,00:03:51,5.0,231,3.85,Wednesday,March
Greg,2021-03-24,9,Technical Support,Y,Y,93.0,00:02:29,3.0,149,2.48,Wednesday,March
Jim,2021-03-24,10,Streaming,Y,Y,101.0,00:05:41,5.0,341,5.68,Wednesday,March
Jim,2021-03-24,10,Technical Support,Y,Y,107.0,00:02:59,1.0,179,2.98,Wednesday,March
Stewart,2021-03-24,10,Admin Support,Y,Y,123.0,00:05:55,4.0,355,5.92,Wednesday,March
Martha,2021-03-24,10,Contract related,Y,Y,99.0,00:02:33,3.0,153,2.55,Wednesday,March
Becky,2021-03-24,10,Streaming,Y,N,72.0,00:05:39,4.0,339,5.65,Wednesday,March
Joe,2021-03-24,10,Contract related,Y,Y,113.0,00:02:18,5.0,138,2.3,Wednesday,March
Greg,2021-03-24,11,Technical Support,Y,Y,119.0,00:00:35,2.0,35,0.58,Wednesday,March
Diane,2021-03-24,11,Payment related,Y,Y,80.0,00:00:34,5.0,34,0.57,Wednesday,March
Dan,2021-03-24,11,Payment related,Y,Y,82.0,00:01:07,3.0,67,1.12,Wednesday,March
Martha,2021-03-24,11,Payment related,Y,Y,97.0,00:02:56,1.0,176,2.93,Wednesday,March
Joe,2021-03-24,12,Payment related,Y,Y,31.0,00:02:49,5.0,169,2.82,Wednesday,March
Dan,2021-03-24,13,Technical Support,Y,Y,11.0,00:06:23,5.0,383,6.38,Wednesday,March
Becky,2021-03-24,13,Streaming,Y,Y,91.0,00:01:53,3.0,113,1.88,Wednesday,March
Becky,2021-03-24,13,Technical Support,Y,Y,15.0,00:01:56,5.0,116,1.93,Wednesday,March
Jim,2021-03-24,13,Contract related,Y,Y,17.0,00:06:06,3.0,366,6.1,Wednesday,March
